org_name,org_alt_name,ein_num,bio,city,state,assets,income
RAINFOREST FOUNDATION INC,Rainforest Foundation US,95-1622945,"[' disseminate updated information from the field, which can be used by government and international agencies in shaping <em>climate change</em> and rainforest protection programs. We also  provide communities with basic tools and know-how to participate in decisions relating to <em>climate change</em> and rainforest protection.  Finally, we provide information and training on issues of sustainable livelihood and  relevant', ' indigenous rights, human rights, rainforest protection, environment, <em>climate change,</em> Environment, Biodiversity, Forest preservation, Human rights, Age groups, Children and youth, Adolescents, Ethnic and racial groups, Indigenous peoples, Social and economic status, Economically']",Brooklyn,NY,10319736,12003920
Senior Stewards Acting for the Environment (SSAFE),,87-1229514,"[' elders <em>climate change,</em> seniors <em>climate change,</em> senior <em>climate</em> advocacy, sustainable senior living communities, senior liivng communities energy audit, seniors sustainable landscape, senior <em>climate</em> action, regenerative landscape, zero-carbon, energy efficiency, <em>climate</em> crisis, <em>climate</em> mitigation, carbon footprint, alternative fuels, heat pumps, electric', ' challenge facing our planet: <em>climate change.</em> Currently active in 10 states, we aim for a national network of senior living communities doing <em>climate</em> mitigation.  SSAFE uses science-based and professionally guided best practices to set senior living communities on the path to 50% greenhouse gas reductions by 2030 and carbon net neutrality by 2050. SSAFE develops <em>climate</em> mitigation programs for senior']",Hanover,NH,106515,129442
"Second Nature, Inc.",Second Nature,04-3195772,"[' <em>Climate change,</em> <em>climate</em> action, resilience', ""campuses and with Second Nature's <em>Climate</em> Leadership Network to further accelerate resilience progress across the country.As leading research institutions, members of the University <em>Climate Change</em> Coalition (UC3) are committed to leveraging their institutional strengths to foster a robust exchange of best practices and lessons learned in pursuit of accelerating local <em>climate</em> solutions that reduce greenhouse""]",Cambridge,MA,2541422,2378252
Stand.earth,formerly know as ForestEthics,94-3331587,"[' <em>climate change,</em> global warming, endangered, forests, protection, conservation, sustainability, environmental,  community, First Nations, corporate, Environment, <em>Climate change,</em> Natural resources, Water resources, Biodiversity, Forest preservation, Human rights, Social rights, Cultural rights', 'toward clean energy solutions – and delivers big wins to communities and our <em>climate.</em> In 2017, we launched a campaign to transform the <em>climate</em> impact of the rogue and unregulated cruise and shipping industry. Our #DirtyShips campaign focuses on Carnival—the world’s largest cruise company, and one that has increased its <em>climate</em> pollution by nearly 20% over the last decade. Behind the scenes, we are working']",San Francisco,CA,7183424,13774015
Arctic Cycle,Arts & Climate Initiative,46-3408963,"[' <em>Climate Change</em> Theatre Action is a worldwide series of performances of short <em>climate change</em> plays held biennially to coincide with the United Nations Conference of', ' art, <em>climate change</em> education, Arts and culture, Performing arts, Age groups, Adults, Work status and occupations, Academics, Non-governmental organizations, Public charities Climate']",New York City,NY,30925,45188
Western Resource Advocates,WRA,84-1113831,"['WRA fights <em>climate change</em> and its impacts. We work with policymakers and other advocates to advance clean energy, protect air, land, water, and wildlife  and sustain the lives and livelihoods of the West. ', '  environment, conservation, water, land, energy, <em>climate change,</em> habitat, wildlife, air quality, Environment, Natural resources, Public safety, Legal services, Public interest law, Water resources']",Boulder,CO,14584072,11152976
ecoAmerica,,20-3895611,"[' environment, <em>climate</em> solutions, <em>climate change,</em> leadership, faith, health, communities, research, communications, Environment, <em>Climate change,</em> Natural resources, Environmental education, Age groups, Children and youth, Adults', 'empowering health leaders to speak about, act on and advocate for <em>climate</em> solutions. Blessed Tomorrow is a coalition of diverse religious partners united as faithful stewards of God’s creation. We inspire our communities to act on one of the greatest moral challenges of our era: <em>climate change.</em> Blessed Tomorrow is by people of faith, for people of faith, offering ideas, tools, and language that are familiar']",Washington,DC,3410109,4404159
"Ceres, Inc.",22-3053747,22-3053747,"['Ceres is accelerating the transition to a cleaner, more just, and sustainable economy. We make the business case for action on the greatest sustainability challenges facing our world today: <em>climate change,</em> water scarcity and pollution, and nature and biodiversity loss. We inspire the worlds most influential investors and companies with the greatest impact on our economy to urgently act on these threats', ' <em>climate change,</em> capital markets, ESG, GRI, environment, corporate responsibility, sustainability, shareholder activism, capital market, water, deforestation, sustainable agriculture, Environment']",Boston,MA,41047029,36584113
Faith Alliance for Climate Solutions,FACS,81-2816482,"['Faith Alliance for <em>Climate</em> Solutions (FACS) catalyzes <em>climate change</em> mitigation, adaptation and resiliency strategies at the local level through the collective impact of its network of faith communities that share our vision of caring for creation. Through advocacy, capacity-building, knowledge-sharing and leadership opportunities, FACS strengthens the impact of its interfaith network as stewards of', ' Environment, Interfaith, Sustainability, <em>Climate Change</em> Action, Environmental Justice, Advocacy, Northern Virginia, Environment, Religion, Human rights, Age groups, Adults, Religious groups, Interfaith groups, Non-governmental organizations, Public charities']",Reston,VA,431270,483466
Citizens Climate Education Corp.,Citizens Climate Education,26-2948811,"['  <em>Climate change,</em> education, advocacy, communications training, environmental protection, civic engagement, bipartisan, nonpartisan, carbon pricing, Environment, Public affairs, Democracy, Civic participation, Age groups, Adults, Ethnic', 'Citizens’ <em>Climate</em> Education (CCE) is a nonpartisan grassroots advocacy organization that empowers everyday people to build political will for effective <em>climate</em> solutions.  Climate']",Coronado,CA,3577642,4973765
CITIZENS CLIMATE LOBBY,CCL,26-3521896,"[' <em>Climate change,</em> education, advocacy, communications training, environmental protection, civic engagement, bipartisan, nonpartisan, carbon pricing, Environment, Public affairs, Democracy, Civic participation, Age groups, Adults, Ethnic and racial groups', ""Citizens' <em>Climate</em> Lobby (CCL) creates the political will for <em>climate</em> solutions by enabling individual breakthroughs in personal and political power. Climate""]",Coronado,CA,1185323,1575472
Center for Resource Solutions,CRS,94-3265560,"['Certification, Consumer Protection, Appropriate Technology, Renewable Energy Certificates, TRC, <em>Climate Change,</em> Greenhouse Gas Emission Reduction, Environment, <em>Climate change,</em> Natural resources, Energy resources, Renewable energy, Age groups, Adults, Non-governmental organizations, Public charities', 'to <em>climate change</em> issues with the speed and effectiveness necessary to provide real-time solutions. Its leadership through collaboration and environmental innovation builds policies and consumer-protection mechanisms in renewable energy, greenhouse gas reductions, and energy efficiency that foster healthy and sustained growth in national and international markets. Renewable']",San Francisco,CA,4845419,4713411
Institute for Sustainable Communities,ISC,22-3098727,"[' mission is to create equitable, <em>climate change</em> solutions around the world. We do this by forming collaborative, people-focused partnerships that support communities disproportionately impacted by the global <em>climate</em> crisis.ISC is an international, non-profit organization that works to support communities by creating, implementing, and scaling equitable <em>climate change</em> solutions for communities at the', ' development, <em>climate change,</em> environment, ']",Montpelier,VT,13221875,14698879
